,drug1,drug2,cliff
43815,CHEMBL1980297,CHEMBL1986851,0
43816,CHEMBL1980435,CHEMBL1991078,0
43817,CHEMBL1980435,CHEMBL1992363,0
43818,CHEMBL1980435,CHEMBL2002613,0
43819,CHEMBL1980489,CHEMBL1994864,0
43820,CHEMBL1980562,CHEMBL1982271,0
43821,CHEMBL1980562,CHEMBL1987948,0
43822,CHEMBL1980562,CHEMBL1992220,0
43823,CHEMBL1980562,CHEMBL1996980,0
43824,CHEMBL1980562,CHEMBL2005216,0
43825,CHEMBL1980562,CHEMBL2005509,0
43826,CHEMBL1981782,CHEMBL1998121,0
43827,CHEMBL1982122,CHEMBL1983534,0
43828,CHEMBL1982271,CHEMBL1992220,0
43829,CHEMBL1982271,CHEMBL1995712,0
43830,CHEMBL1982271,CHEMBL1996980,0
43831,CHEMBL1982271,CHEMBL2005509,0
43832,CHEMBL1982361,CHEMBL1983449,0
43833,CHEMBL1982361,CHEMBL1994864,0
43834,CHEMBL1982383,CHEMBL1991395,0
43835,CHEMBL1982383,CHEMBL1991800,0
43836,CHEMBL1982383,CHEMBL1995832,0
43837,CHEMBL1982383,CHEMBL2007372,0
43838,CHEMBL1982383,CHEMBL2005792,0
43839,CHEMBL1982465,CHEMBL1971947,0
43840,CHEMBL1982465,CHEMBL1978166,0
43841,CHEMBL1982466,CHEMBL1988387,0
43842,CHEMBL1982466,CHEMBL1989708,0
43843,CHEMBL1982466,CHEMBL1969102,0
43844,CHEMBL1982466,CHEMBL1986851,0
43845,CHEMBL1982563,CHEMBL1991678,0
43846,CHEMBL1982563,CHEMBL1996500,0
43847,CHEMBL1982563,CHEMBL2001547,0
43848,CHEMBL1982563,CHEMBL1987648,0
43849,CHEMBL1982924,CHEMBL1997764,0
43850,CHEMBL1983025,CHEMBL2001257,0
43851,CHEMBL1983195,CHEMBL1986328,0
43852,CHEMBL1983195,CHEMBL2006156,0
43853,CHEMBL1983589,CHEMBL1986943,0
43854,CHEMBL1983589,CHEMBL1991674,0
43855,CHEMBL1983589,CHEMBL1997846,1
43856,CHEMBL1983595,CHEMBL1987073,0
43857,CHEMBL1983595,CHEMBL1990162,0
43858,CHEMBL1983595,CHEMBL1995811,0
43859,CHEMBL1983595,CHEMBL1999931,0
43860,CHEMBL1983595,CHEMBL2003638,0
43861,CHEMBL1983945,CHEMBL1993584,0
43862,CHEMBL1983945,CHEMBL1985580,0
43863,CHEMBL1983963,CHEMBL1984586,0
43864,CHEMBL1983963,CHEMBL2005828,0
43865,CHEMBL1983963,CHEMBL211378,0
43866,CHEMBL1983963,CHEMBL231209,0
43867,CHEMBL1983963,CHEMBL262433,0
43868,CHEMBL1983963,CHEMBL394619,0
43869,CHEMBL1983963,CHEMBL394790,0
43870,CHEMBL1984162,CHEMBL1987054,0
43871,CHEMBL1984363,CHEMBL2000335,0
43872,CHEMBL1984363,CHEMBL1964307,0
43873,CHEMBL1984363,CHEMBL1976328,0
43874,CHEMBL1984548,CHEMBL1994669,0
43875,CHEMBL1984586,CHEMBL2005828,0
43876,CHEMBL1984586,CHEMBL211378,0
43877,CHEMBL1984633,CHEMBL2004872,0
43878,CHEMBL1984700,CHEMBL1991678,0
43879,CHEMBL1984700,CHEMBL1996500,0
43880,CHEMBL1984700,CHEMBL2000429,0
43881,CHEMBL1984700,CHEMBL2001547,0
43882,CHEMBL1984700,CHEMBL1984842,0
43883,CHEMBL1985095,CHEMBL592030,0
43884,CHEMBL1985723,CHEMBL1987261,0
43885,CHEMBL1986943,CHEMBL1991674,0
43886,CHEMBL1986943,CHEMBL1998432,0
43887,CHEMBL1986970,CHEMBL1996111,0
43888,CHEMBL1987007,CHEMBL2005475,0
43889,CHEMBL1987073,CHEMBL1990162,0
43890,CHEMBL1987073,CHEMBL1995811,0
43891,CHEMBL1987073,CHEMBL1999931,0
43892,CHEMBL1987073,CHEMBL2003638,0
43893,CHEMBL1987948,CHEMBL1995712,0
43894,CHEMBL1988075,CHEMBL1993941,0
43895,CHEMBL1988075,CHEMBL2002165,1
43896,CHEMBL1988075,CHEMBL1969102,0
43897,CHEMBL1988075,CHEMBL1970317,1
43898,CHEMBL1988163,CHEMBL1993424,0
43899,CHEMBL1988387,CHEMBL1970317,0
43900,CHEMBL1989708,CHEMBL2002165,0
43901,CHEMBL1989708,CHEMBL1986851,0
43902,CHEMBL1990162,CHEMBL1995811,0
43903,CHEMBL1990162,CHEMBL1999931,0
43904,CHEMBL1990162,CHEMBL2003638,0
43905,CHEMBL1990254,CHEMBL1998545,0
43906,CHEMBL1990254,CHEMBL1969755,0
43907,CHEMBL1990912,CHEMBL1989957,0
43908,CHEMBL1990912,CHEMBL1998435,0
43909,CHEMBL1991078,CHEMBL2002613,0
43910,CHEMBL1991138,CHEMBL1988370,0
43911,CHEMBL1991188,CHEMBL2006188,0
43912,CHEMBL1991395,CHEMBL1995832,0
43913,CHEMBL1991395,CHEMBL2007372,0
43914,CHEMBL1991395,CHEMBL2005792,0
43915,CHEMBL1991429,CHEMBL2006715,1
43916,CHEMBL1991678,CHEMBL1996500,0
43917,CHEMBL1991678,CHEMBL2000429,0
43918,CHEMBL1991678,CHEMBL2001547,0
43919,CHEMBL1991678,CHEMBL1987648,0
43920,CHEMBL1991800,CHEMBL1994040,0
43921,CHEMBL1992220,CHEMBL1996980,0
43922,CHEMBL1992220,CHEMBL2005509,0
43923,CHEMBL1992220,CHEMBL2006456,0
43924,CHEMBL1992242,CHEMBL375284,0
43925,CHEMBL1992342,CHEMBL1997597,0
43926,CHEMBL1992342,CHEMBL2004892,0
43927,CHEMBL1992634,CHEMBL1994074,1
43928,CHEMBL1992922,CHEMBL2000071,0
43929,CHEMBL1993584,CHEMBL1968245,0
43930,CHEMBL1993722,CHEMBL1985311,0
43931,CHEMBL1993781,CHEMBL1991846,0
43932,CHEMBL1993941,CHEMBL2002165,0
43933,CHEMBL1993941,CHEMBL1970317,0
43934,CHEMBL1994438,CHEMBL1995813,0
43935,CHEMBL1994438,CHEMBL2006439,0
43936,CHEMBL1994538,CHEMBL2003817,0
43937,CHEMBL1994830,CHEMBL497151,0
43938,CHEMBL1995712,CHEMBL1996980,0
43939,CHEMBL1995811,CHEMBL1999931,0
43940,CHEMBL1995811,CHEMBL2003638,0
43941,CHEMBL1995832,CHEMBL2007372,0
43942,CHEMBL1995832,CHEMBL2005792,0
43943,CHEMBL1996500,CHEMBL2000429,0
43944,CHEMBL1996500,CHEMBL2001547,0
43945,CHEMBL1996500,CHEMBL1987648,0
43946,CHEMBL1996587,CHEMBL1977374,0
43947,CHEMBL1996587,CHEMBL1988995,0
43948,CHEMBL1996587,CHEMBL1998551,0
43949,CHEMBL1996649,CHEMBL1999414,0
43950,CHEMBL1996649,CHEMBL2004716,0
43951,CHEMBL1996817,CHEMBL2000071,0
43952,CHEMBL1996979,CHEMBL1998829,0
43953,CHEMBL1996980,CHEMBL2005509,0
43954,CHEMBL1996980,CHEMBL2006456,0
43955,CHEMBL1997129,CHEMBL226471,0
43956,CHEMBL1997340,CHEMBL1970369,0
43957,CHEMBL1997597,CHEMBL2004892,0
43958,CHEMBL1997617,CHEMBL1965910,0
43959,CHEMBL1997846,CHEMBL2006439,0
43960,CHEMBL1998193,CHEMBL2003420,0
43961,CHEMBL1998470,CHEMBL2006450,0
43962,CHEMBL1998545,CHEMBL1969755,0
43963,CHEMBL1999414,CHEMBL2001257,1
43964,CHEMBL1999414,CHEMBL2004716,0
43965,CHEMBL1999931,CHEMBL2003638,0
43966,CHEMBL2000335,CHEMBL2005828,0
43967,CHEMBL2000429,CHEMBL2001547,0
43968,CHEMBL2000429,CHEMBL1984842,0
43969,CHEMBL2000894,CHEMBL340921,0
43970,CHEMBL2001547,CHEMBL1987648,0
43971,CHEMBL2001751,CHEMBL1994361,1
43972,CHEMBL2002165,CHEMBL2004290,0
43973,CHEMBL2002165,CHEMBL1970317,0
43974,CHEMBL2002446,CHEMBL387971,0
43975,CHEMBL2002726,CHEMBL2000271,0
43976,CHEMBL2003456,CHEMBL526133,0
43977,CHEMBL2004872,CHEMBL2004934,0
43978,CHEMBL2005509,CHEMBL2006456,0
43979,CHEMBL2005828,CHEMBL211378,0
43980,CHEMBL2005828,CHEMBL262433,0
43981,CHEMBL2007592,CHEMBL1970806,0
43982,CHEMBL211378,CHEMBL231209,0
43983,CHEMBL211378,CHEMBL262433,0
43984,CHEMBL211378,CHEMBL394619,0
43985,CHEMBL211378,CHEMBL394790,0
43986,CHEMBL220057,CHEMBL1964307,0
43987,CHEMBL220057,CHEMBL1976328,0
43988,CHEMBL220057,CHEMBL219722,0
43989,CHEMBL231209,CHEMBL394619,0
43990,CHEMBL231209,CHEMBL394790,0
43991,CHEMBL249282,CHEMBL398951,0
43992,CHEMBL256835,CHEMBL95692,0
43993,CHEMBL296586,CHEMBL336961,1
43994,CHEMBL306380,CHEMBL406845,0
43995,CHEMBL340384,CHEMBL340921,0
43996,CHEMBL377408,CHEMBL424872,0
43997,CHEMBL377408,CHEMBL2004355,0
43998,CHEMBL377408,CHEMBL2006581,0
43999,CHEMBL394619,CHEMBL394790,0
44000,CHEMBL402846,CHEMBL404367,0
44001,CHEMBL411903,CHEMBL260092,0
44002,CHEMBL424872,CHEMBL2004355,0
44003,CHEMBL424872,CHEMBL2006581,0
44004,CHEMBL468280,CHEMBL523823,1
44005,CHEMBL474432,CHEMBL514499,0
44006,CHEMBL484390,CHEMBL519697,0
44007,CHEMBL1727312,CHEMBL1971801,0
44008,CHEMBL1966035,CHEMBL1994864,0
44009,CHEMBL1966035,CHEMBL1991577,0
44010,CHEMBL1972258,CHEMBL1989518,0
44011,CHEMBL1977374,CHEMBL1988995,0
44012,CHEMBL1977374,CHEMBL1998551,0
44013,CHEMBL1983449,CHEMBL1994864,0
44014,CHEMBL1983449,CHEMBL2003768,0
44015,CHEMBL1988995,CHEMBL1998551,0
44016,CHEMBL1989265,CHEMBL1977604,0
44017,CHEMBL1997349,CHEMBL2005112,0
44018,CHEMBL1997349,CHEMBL2006836,0
44019,CHEMBL1997872,CHEMBL2006481,0
44020,CHEMBL2004692,CHEMBL1419458,0
44021,CHEMBL2005112,CHEMBL1999126,0
44022,CHEMBL2007372,CHEMBL2005792,0
44023,CHEMBL1682345,CHEMBL1682357,0
44024,CHEMBL1682345,CHEMBL1984432,0
44025,CHEMBL1682345,CHEMBL1682360,0
44026,CHEMBL1682357,CHEMBL1682360,0
44027,CHEMBL1964307,CHEMBL1976328,0
44028,CHEMBL1964307,CHEMBL219722,0
44029,CHEMBL1965910,CHEMBL1988370,0
44030,CHEMBL1966524,CHEMBL1972840,0
44031,CHEMBL1969102,CHEMBL1971947,1
44032,CHEMBL1971017,CHEMBL1974457,1
44033,CHEMBL1971017,CHEMBL1975787,0
44034,CHEMBL1971947,CHEMBL1978166,0
44035,CHEMBL1972183,CHEMBL1996155,0
44036,CHEMBL1974457,CHEMBL1975787,0
44037,CHEMBL1975787,CHEMBL1999556,0
44038,CHEMBL1981045,CHEMBL1985566,0
44039,CHEMBL1983006,CHEMBL207995,0
44040,CHEMBL1984206,CHEMBL209534,0
44041,CHEMBL1991728,CHEMBL1993166,0
44042,CHEMBL1991728,CHEMBL2000685,0
44043,CHEMBL1996390,CHEMBL1999556,0
44044,CHEMBL1997759,CHEMBL1978656,0
44045,CHEMBL1999774,CHEMBL2004647,0
44046,CHEMBL2000104,CHEMBL1972362,0
44047,CHEMBL2004355,CHEMBL2006581,0
44048,CHEMBL223257,CHEMBL413779,0
44049,CHEMBL243088,CHEMBL243298,0
44050,CHEMBL244378,CHEMBL396523,0
44051,CHEMBL244378,CHEMBL1986666,0
44052,CHEMBL396523,CHEMBL1986666,0
44053,CHEMBL1650545,CHEMBL1650551,0
44054,CHEMBL1682360,CHEMBL2006481,0
44055,CHEMBL1984842,CHEMBL1987648,0
44056,CHEMBL1989957,CHEMBL1998435,0
44057,CHEMBL1966842,CHEMBL1997051,0
44058,CHEMBL1969483,CHEMBL1978267,0
44059,CHEMBL1969483,CHEMBL2000078,0
44060,CHEMBL1978267,CHEMBL2000078,0
44061,CHEMBL1988076,CHEMBL1997909,0
44062,CHEMBL1090360,CHEMBL1090356,0
44063,CHEMBL1090360,CHEMBL1991429,0
44064,CHEMBL210928,CHEMBL210963,0
44065,CHEMBL210928,CHEMBL378627,0
44066,CHEMBL210963,CHEMBL378627,0
44067,CHEMBL377383,CHEMBL377408,0
44068,CHEMBL377383,CHEMBL424872,0
44069,CHEMBL116070,CHEMBL1974310,0
44070,CHEMBL1190711,CHEMBL1998112,0
44071,CHEMBL1242373,CHEMBL1964687,0
44072,CHEMBL1242373,CHEMBL1968406,0
44073,CHEMBL1242373,CHEMBL1982135,0
44074,CHEMBL1682545,CHEMBL1682546,0
44075,CHEMBL1682545,CHEMBL1969843,0
44076,CHEMBL183844,CHEMBL184847,0
44077,CHEMBL183844,CHEMBL185569,0
44078,CHEMBL183844,CHEMBL2004311,0
44079,CHEMBL184847,CHEMBL185569,0
44080,CHEMBL196363,CHEMBL1967531,0
44081,CHEMBL196363,CHEMBL1973145,0
44082,CHEMBL196363,CHEMBL1976220,0
44083,CHEMBL196363,CHEMBL1983963,0
44084,CHEMBL196363,CHEMBL1984586,0
44085,CHEMBL196363,CHEMBL2000335,0
44086,CHEMBL196363,CHEMBL2005828,0
44087,CHEMBL196363,CHEMBL211378,0
44088,CHEMBL196363,CHEMBL231209,0
44089,CHEMBL196363,CHEMBL262433,0
44090,CHEMBL196363,CHEMBL394619,0
44091,CHEMBL196363,CHEMBL394790,0
44092,CHEMBL1964444,CHEMBL1966816,0
44093,CHEMBL1964444,CHEMBL1980540,0
44094,CHEMBL1964444,CHEMBL1982660,0
44095,CHEMBL1964687,CHEMBL1968406,0
44096,CHEMBL1964687,CHEMBL1982135,0
44097,CHEMBL1965131,CHEMBL2003271,0
44098,CHEMBL1965131,CHEMBL2006785,0
44099,CHEMBL1965423,CHEMBL2004419,0
44100,CHEMBL1965507,CHEMBL1970203,0
44101,CHEMBL1965507,CHEMBL1972576,0
44102,CHEMBL1965507,CHEMBL1980144,0
44103,CHEMBL1965507,CHEMBL1988594,0
44104,CHEMBL1965570,CHEMBL1966514,0
44105,CHEMBL1965589,CHEMBL1978200,0
44106,CHEMBL1965631,CHEMBL1977223,0
44107,CHEMBL1965660,CHEMBL1981079,0
44108,CHEMBL1965836,CHEMBL1998159,0
44109,CHEMBL1965988,CHEMBL1973211,0
44110,CHEMBL1965988,CHEMBL1979577,0
44111,CHEMBL1965988,CHEMBL1979883,0
44112,CHEMBL1965988,CHEMBL394619,0
44113,CHEMBL1966279,CHEMBL2000481,0
44114,CHEMBL1966514,CHEMBL1988075,0
44115,CHEMBL1966628,CHEMBL1995813,0
44116,CHEMBL1966722,CHEMBL1975138,0
44117,CHEMBL1966808,CHEMBL2007592,0
44118,CHEMBL1966816,CHEMBL1980540,0
44119,CHEMBL1967116,CHEMBL1974254,0
44120,CHEMBL1967116,CHEMBL1977148,0
44121,CHEMBL1967116,CHEMBL1979883,0
44122,CHEMBL1967116,CHEMBL1980297,0
44123,CHEMBL1967116,CHEMBL1982466,0
44124,CHEMBL1967116,CHEMBL1988075,0
44125,CHEMBL1967116,CHEMBL1989708,0
44126,CHEMBL1967302,CHEMBL1987679,0
44127,CHEMBL1967531,CHEMBL1983963,0
44128,CHEMBL1967531,CHEMBL1984586,0
44129,CHEMBL1967531,CHEMBL2000335,0
44130,CHEMBL1967531,CHEMBL2005828,0
44131,CHEMBL1967531,CHEMBL211378,0
44132,CHEMBL1967531,CHEMBL262433,0
44133,CHEMBL1967560,CHEMBL1968380,0
44134,CHEMBL1967560,CHEMBL2005375,0
44135,CHEMBL1968127,CHEMBL1976093,0
44136,CHEMBL1968380,CHEMBL2005375,0
44137,CHEMBL1968406,CHEMBL1982135,0
44138,CHEMBL1969049,CHEMBL2004934,0
44139,CHEMBL1969126,CHEMBL2004419,0
44140,CHEMBL1969190,CHEMBL1973937,0
44141,CHEMBL1969190,CHEMBL271381,0
44142,CHEMBL1969301,CHEMBL484390,0
44143,CHEMBL1969301,CHEMBL519697,0
44144,CHEMBL1969561,CHEMBL1986970,0
44145,CHEMBL1969561,CHEMBL1996111,0
44146,CHEMBL1969735,CHEMBL1982383,0
44147,CHEMBL1969735,CHEMBL1991395,0
44148,CHEMBL1969735,CHEMBL1995832,0
44149,CHEMBL1969879,CHEMBL234085,0
44150,CHEMBL1970074,CHEMBL213505,0
44151,CHEMBL1970142,CHEMBL2001485,0
44152,CHEMBL1970203,CHEMBL1972576,0
44153,CHEMBL1970203,CHEMBL1980144,0
44154,CHEMBL1970203,CHEMBL1988594,0
44155,CHEMBL1970522,CHEMBL1972937,0
44156,CHEMBL1970522,CHEMBL2000354,0
44157,CHEMBL1970709,CHEMBL1973808,0
44158,CHEMBL1971141,CHEMBL220057,0
44159,CHEMBL1971149,CHEMBL1978200,0
44160,CHEMBL1971149,CHEMBL1991678,0
44161,CHEMBL1971149,CHEMBL1996500,0
44162,CHEMBL1971149,CHEMBL2001547,0
44163,CHEMBL1972158,CHEMBL1986499,0
44164,CHEMBL1972158,CHEMBL1999931,0
44165,CHEMBL1972221,CHEMBL1973893,0
44166,CHEMBL1972576,CHEMBL1980144,0
44167,CHEMBL1972576,CHEMBL1988594,0
44168,CHEMBL1972849,CHEMBL1976732,0
44169,CHEMBL1972849,CHEMBL1996587,0
44170,CHEMBL1973098,CHEMBL2003286,0
44171,CHEMBL1973145,CHEMBL1983963,0
44172,CHEMBL1973145,CHEMBL2000335,0
44173,CHEMBL1973145,CHEMBL211378,0
44174,CHEMBL1973211,CHEMBL1979577,0
44175,CHEMBL1973211,CHEMBL1979883,0
44176,CHEMBL1973211,CHEMBL1982465,0
44177,CHEMBL1973348,CHEMBL2001751,1
44178,CHEMBL1973808,CHEMBL1972489,0
44179,CHEMBL1973860,CHEMBL1990912,0
44180,CHEMBL1973937,CHEMBL271381,0
44181,CHEMBL1974254,CHEMBL1977148,0
44182,CHEMBL1974254,CHEMBL1982466,0
44183,CHEMBL1974288,CHEMBL1977135,1
44184,CHEMBL1974288,CHEMBL1990254,1
44185,CHEMBL1974288,CHEMBL1998545,1
44186,CHEMBL1974288,CHEMBL1969755,1
44187,CHEMBL1974416,CHEMBL1996979,0
44188,CHEMBL1974870,CHEMBL1991063,0
44189,CHEMBL1974870,CHEMBL2002726,1
44190,CHEMBL1974935,CHEMBL1983945,0
44191,CHEMBL1974935,CHEMBL1993584,1
44192,CHEMBL1975121,CHEMBL1984633,1
44193,CHEMBL1975121,CHEMBL1999428,0
44194,CHEMBL1975121,CHEMBL2004872,1
44195,CHEMBL1975121,CHEMBL2004934,1
44196,CHEMBL1975128,CHEMBL1989646,0
44197,CHEMBL1975900,CHEMBL1980489,1
44198,CHEMBL1975900,CHEMBL1983449,1
44199,CHEMBL1976093,CHEMBL1991395,0
44200,CHEMBL1976220,CHEMBL1983963,0
44201,CHEMBL1976220,CHEMBL211378,0
44202,CHEMBL1976220,CHEMBL231209,0
44203,CHEMBL1976220,CHEMBL394619,0
44204,CHEMBL1976220,CHEMBL394790,0
44205,CHEMBL1976240,CHEMBL1990254,0
44206,CHEMBL1976240,CHEMBL2007296,1
44207,CHEMBL1976455,CHEMBL2003817,0
44208,CHEMBL1976732,CHEMBL1996587,0
44209,CHEMBL1977135,CHEMBL1990254,1
44210,CHEMBL1977148,CHEMBL1982466,0
44211,CHEMBL1977148,CHEMBL1989708,0
44212,CHEMBL1978200,CHEMBL1982563,0
44213,CHEMBL1978200,CHEMBL1984700,0
44214,CHEMBL1978200,CHEMBL1991678,0
44215,CHEMBL1978200,CHEMBL1996500,0
44216,CHEMBL1978200,CHEMBL2001547,0
44217,CHEMBL1979057,CHEMBL2004771,0
44218,CHEMBL1979093,CHEMBL1984363,0
44219,CHEMBL1979176,CHEMBL1982660,0
44220,CHEMBL1979577,CHEMBL1979883,0
44221,CHEMBL1979577,CHEMBL1982465,0
44222,CHEMBL1979883,CHEMBL1982465,0
44223,CHEMBL1979970,CHEMBL1985406,0
44224,CHEMBL1980144,CHEMBL1988594,0
44225,CHEMBL1980297,CHEMBL1989708,0
44226,CHEMBL1980297,CHEMBL1993941,0
44227,CHEMBL1980489,CHEMBL1994864,0
44228,CHEMBL1981782,CHEMBL1998121,0
44229,CHEMBL1982122,CHEMBL1983534,0
44230,CHEMBL1982361,CHEMBL1983449,0
44231,CHEMBL1982361,CHEMBL1994864,0
44232,CHEMBL1982383,CHEMBL1991395,0
44233,CHEMBL1982383,CHEMBL1991800,0
44234,CHEMBL1982383,CHEMBL1995832,0
44235,CHEMBL1982466,CHEMBL1988387,0
44236,CHEMBL1982466,CHEMBL1989708,0
44237,CHEMBL1982563,CHEMBL1991678,0
44238,CHEMBL1982563,CHEMBL1996500,0
44239,CHEMBL1982563,CHEMBL2001547,0
44240,CHEMBL1982924,CHEMBL1997764,0
44241,CHEMBL1983025,CHEMBL2001257,0
44242,CHEMBL1983945,CHEMBL1993584,0
44243,CHEMBL1983963,CHEMBL1984586,0
44244,CHEMBL1983963,CHEMBL2005828,0
44245,CHEMBL1983963,CHEMBL211378,0
44246,CHEMBL1983963,CHEMBL231209,0
44247,CHEMBL1983963,CHEMBL262433,0
44248,CHEMBL1983963,CHEMBL394619,0
44249,CHEMBL1983963,CHEMBL394790,0
44250,CHEMBL1984363,CHEMBL2000335,0
44251,CHEMBL1984586,CHEMBL2005828,0
44252,CHEMBL1984586,CHEMBL211378,0
44253,CHEMBL1984633,CHEMBL2004872,0
44254,CHEMBL1984700,CHEMBL1991678,0
44255,CHEMBL1984700,CHEMBL1996500,0
44256,CHEMBL1984700,CHEMBL2000429,0
44257,CHEMBL1984700,CHEMBL2001547,0
44258,CHEMBL1985095,CHEMBL592030,1
44259,CHEMBL1986943,CHEMBL1991674,0
44260,CHEMBL1986970,CHEMBL1996111,0
44261,CHEMBL1987007,CHEMBL2005475,0
44262,CHEMBL1988075,CHEMBL1993941,0
44263,CHEMBL1988075,CHEMBL2002165,0
44264,CHEMBL1988163,CHEMBL1993424,0
44265,CHEMBL1989708,CHEMBL2002165,0
44266,CHEMBL1990254,CHEMBL1998545,1
44267,CHEMBL1990254,CHEMBL1969755,1
44268,CHEMBL1991188,CHEMBL2006188,0
44269,CHEMBL1991395,CHEMBL1995832,0
44270,CHEMBL1991429,CHEMBL2006715,0
44271,CHEMBL1991678,CHEMBL1996500,0
44272,CHEMBL1991678,CHEMBL2000429,0
44273,CHEMBL1991678,CHEMBL2001547,0
44274,CHEMBL1991800,CHEMBL1994040,0
44275,CHEMBL1992342,CHEMBL1997597,0
44276,CHEMBL1992342,CHEMBL2004892,0
44277,CHEMBL1992634,CHEMBL1994074,0
44278,CHEMBL1992922,CHEMBL2000071,0
44279,CHEMBL1993941,CHEMBL2002165,0
44280,CHEMBL1994538,CHEMBL2003817,0
44281,CHEMBL1994830,CHEMBL497151,0
44282,CHEMBL1996500,CHEMBL2000429,0
44283,CHEMBL1996500,CHEMBL2001547,0
44284,CHEMBL1996817,CHEMBL2000071,0
44285,CHEMBL1996979,CHEMBL1998829,0
44286,CHEMBL1997129,CHEMBL226471,0
44287,CHEMBL1997597,CHEMBL2004892,0
44288,CHEMBL1997846,CHEMBL2006439,0
44289,CHEMBL1998193,CHEMBL2003420,0
44290,CHEMBL1998545,CHEMBL1969755,0
44291,CHEMBL1999931,CHEMBL2003638,0
44292,CHEMBL2000335,CHEMBL2005828,0
44293,CHEMBL2000429,CHEMBL2001547,0
44294,CHEMBL2000894,CHEMBL340921,0
44295,CHEMBL2002165,CHEMBL2004290,0
44296,CHEMBL2002446,CHEMBL387971,0
44297,CHEMBL2003456,CHEMBL526133,0
44298,CHEMBL2004872,CHEMBL2004934,0
44299,CHEMBL2005828,CHEMBL211378,0
44300,CHEMBL2005828,CHEMBL262433,0
44301,CHEMBL211378,CHEMBL231209,0
44302,CHEMBL211378,CHEMBL262433,0
44303,CHEMBL211378,CHEMBL394619,0
44304,CHEMBL211378,CHEMBL394790,0
44305,CHEMBL231209,CHEMBL394619,0
44306,CHEMBL231209,CHEMBL394790,0
44307,CHEMBL249282,CHEMBL398951,0
44308,CHEMBL256835,CHEMBL95692,0
44309,CHEMBL340384,CHEMBL340921,0
44310,CHEMBL377408,CHEMBL424872,0
44311,CHEMBL394619,CHEMBL394790,0
44312,CHEMBL402846,CHEMBL404367,0
44313,CHEMBL474432,CHEMBL514499,0
44314,CHEMBL484390,CHEMBL519697,0
44315,CHEMBL1983449,CHEMBL1994864,0
44316,CHEMBL244378,CHEMBL396523,0
44317,CHEMBL1090360,CHEMBL1090356,0
44318,CHEMBL1090360,CHEMBL1991429,0
44319,CHEMBL208637,CHEMBL1970735,0
44320,CHEMBL210928,CHEMBL210963,0
44321,CHEMBL210928,CHEMBL378627,0
44322,CHEMBL210963,CHEMBL378627,0
44323,CHEMBL377383,CHEMBL424872,0
44324,CHEMBL116070,CHEMBL1974310,0
44325,CHEMBL1190711,CHEMBL1998112,0
44326,CHEMBL1242373,CHEMBL1964687,0
44327,CHEMBL1242373,CHEMBL1968406,0
44328,CHEMBL1242373,CHEMBL1982135,0
44329,CHEMBL1682545,CHEMBL1682546,0
44330,CHEMBL1682545,CHEMBL1969843,0
44331,CHEMBL1682546,CHEMBL1968926,0
44332,CHEMBL183844,CHEMBL184847,0
44333,CHEMBL183844,CHEMBL185569,0
44334,CHEMBL183844,CHEMBL2004311,0
44335,CHEMBL184847,CHEMBL185569,0
44336,CHEMBL196363,CHEMBL1967531,0
44337,CHEMBL196363,CHEMBL1973145,0
44338,CHEMBL196363,CHEMBL1976220,0
44339,CHEMBL196363,CHEMBL1983963,0
44340,CHEMBL196363,CHEMBL1984586,0
44341,CHEMBL196363,CHEMBL2000335,0
44342,CHEMBL196363,CHEMBL2005828,0
44343,CHEMBL196363,CHEMBL211378,0
44344,CHEMBL196363,CHEMBL231209,0
44345,CHEMBL196363,CHEMBL262433,0
44346,CHEMBL196363,CHEMBL394619,0
44347,CHEMBL196363,CHEMBL394790,0
44348,CHEMBL1964444,CHEMBL1966816,0
44349,CHEMBL1964444,CHEMBL1980540,0
44350,CHEMBL1964444,CHEMBL1982660,0
44351,CHEMBL1964687,CHEMBL1968406,0
44352,CHEMBL1964687,CHEMBL1982135,0
44353,CHEMBL1965131,CHEMBL2003271,0
44354,CHEMBL1965131,CHEMBL2006785,0
44355,CHEMBL1965423,CHEMBL2004419,0
44356,CHEMBL1965507,CHEMBL1970203,0
44357,CHEMBL1965507,CHEMBL1972576,0
44358,CHEMBL1965507,CHEMBL1980144,0
44359,CHEMBL1965507,CHEMBL1988594,0
44360,CHEMBL1965570,CHEMBL1966514,0
44361,CHEMBL1965589,CHEMBL1978200,0
44362,CHEMBL1965660,CHEMBL1981079,0
44363,CHEMBL1965836,CHEMBL1998159,0
44364,CHEMBL1965988,CHEMBL1973211,0
44365,CHEMBL1965988,CHEMBL1979577,0
44366,CHEMBL1965988,CHEMBL1979883,0
44367,CHEMBL1965988,CHEMBL394619,0
44368,CHEMBL1966279,CHEMBL2000481,0
44369,CHEMBL1966514,CHEMBL1988075,0
44370,CHEMBL1966628,CHEMBL1995813,0
44371,CHEMBL1966722,CHEMBL1975138,0
44372,CHEMBL1966808,CHEMBL2007592,0
44373,CHEMBL1966808,CHEMBL1970806,0
44374,CHEMBL1966816,CHEMBL1980540,0
44375,CHEMBL1967116,CHEMBL1974254,0
44376,CHEMBL1967116,CHEMBL1977148,0
44377,CHEMBL1967116,CHEMBL1979883,0
44378,CHEMBL1967116,CHEMBL1980297,0
44379,CHEMBL1967116,CHEMBL1982466,0
44380,CHEMBL1967116,CHEMBL1988075,0
44381,CHEMBL1967116,CHEMBL1989708,0
