target,drug1,drug2,affinity1,affinity2
Q16620,CHEMBL1973516,CHEMBL1979690,11.500000186,13.1
Q16620,CHEMBL1973961,CHEMBL1983268,11.699999383,14.700326279
Q16620,CHEMBL1978167,CHEMBL1993335,11.500000186,12.799991797
Q16620,CHEMBL1978562,CHEMBL2005478,11.800000504,13.1
Q16620,CHEMBL1979516,CHEMBL1982476,11.699999383,14.299970641
Q16620,CHEMBL1980297,CHEMBL1989708,14.1,13.050002377
Q16620,CHEMBL1980297,CHEMBL1993941,14.1,12.899998135
Q16620,CHEMBL1983630,CHEMBL2003456,10.1,11.400000202
Q16620,CHEMBL1983630,CHEMBL526133,10.1,11.400000202
Q16620,CHEMBL1983640,CHEMBL2007266,13.399988938,11.999998417
Q16620,CHEMBL1983963,CHEMBL1984586,12.899998135,11.400000202
Q16620,CHEMBL1983963,CHEMBL2005828,12.899998135,11.400000202
Q16620,CHEMBL1983963,CHEMBL211378,12.899998135,11.400000202
Q16620,CHEMBL1983963,CHEMBL231209,12.899998135,11.500000186
Q16620,CHEMBL1983963,CHEMBL394790,12.899998135,11.800000504
Q16620,CHEMBL1984760,CHEMBL2006765,11.800000504,13.500007822
Q16620,CHEMBL1986177,CHEMBL482767,11.500000186,13.899970733
Q16620,CHEMBL1986943,CHEMBL1991674,12.499996913,11.400000202
Q16620,CHEMBL1988075,CHEMBL1993941,11.699999383,12.899998135
Q16620,CHEMBL1988075,CHEMBL2002165,11.699999383,13.1
Q16620,CHEMBL1994361,CHEMBL2001751,11.400000202,12.599996932
Q16620,CHEMBL1996649,CHEMBL2004716,12.799991797,14.1
Q16620,CHEMBL1999414,CHEMBL2001257,13.399988938,12.199999035
Q16620,CHEMBL2000335,CHEMBL2005828,12.799991797,11.400000202
Q16620,CHEMBL2006765,CHEMBL2007559,13.500007822,11.500000186
Q16620,CHEMBL306380,CHEMBL406845,12.599996932,11.500000186
Q16288,CHEMBL196363,CHEMBL1967531,14.1,12.799991797
Q16288,CHEMBL196363,CHEMBL1973145,14.1,12.399997603
Q16288,CHEMBL196363,CHEMBL1983963,14.1,12.699997654
Q16288,CHEMBL196363,CHEMBL1984586,14.1,12.1
Q16288,CHEMBL196363,CHEMBL2005828,14.1,12.899998135
Q16288,CHEMBL196363,CHEMBL211378,14.1,11.999998417
Q16288,CHEMBL1965170,CHEMBL1970142,14.200179498,11.999998417
Q16288,CHEMBL1965170,CHEMBL1982466,14.200179498,11.999998417
Q16288,CHEMBL1965387,CHEMBL1973211,11.599999679,13.500007822
Q16288,CHEMBL1966628,CHEMBL1973720,13.1,11.900000875
Q16288,CHEMBL1969588,CHEMBL1993413,13.600038134,11.599999679
Q16288,CHEMBL1971141,CHEMBL220057,11.999998417,13.399988938
Q16288,CHEMBL1973348,CHEMBL2001751,11.999998417,13.99997427
Q16288,CHEMBL1973720,CHEMBL1986943,11.900000875,13.200015437
Q16288,CHEMBL1973937,CHEMBL271381,13.399988938,14.400162274
Q16288,CHEMBL1973961,CHEMBL1983268,12.399997603,14.901342913
Q16288,CHEMBL1974254,CHEMBL1982466,14.700326279,11.999998417
Q16288,CHEMBL1975500,CHEMBL1996702,12.699997654,11.599999679
Q16288,CHEMBL1977148,CHEMBL1982466,15.200179498,11.999998417
Q16288,CHEMBL1978166,CHEMBL1979883,12.599996932,13.8000571
Q16288,CHEMBL1982466,CHEMBL1989708,11.999998417,14.949485002
Q16288,CHEMBL1983630,CHEMBL2003456,10.300000031,11.999998417
Q16288,CHEMBL1983630,CHEMBL526133,10.300000031,11.999998417
Q16288,CHEMBL1984191,CHEMBL1997041,11.999998417,10.1
Q16288,CHEMBL1986177,CHEMBL482767,11.599999679,14.400162274
Q16288,CHEMBL1988075,CHEMBL1993941,12.499996913,14.600312917
Q16288,CHEMBL1988075,CHEMBL2002165,12.499996913,14.500116928
Q16288,CHEMBL1988163,CHEMBL1993424,13.1,14.400162274
Q16288,CHEMBL1994159,CHEMBL2000568,10.200000019,11.900000875
Q16288,CHEMBL1995811,CHEMBL1999931,11.599999679,12.899998135
Q16288,CHEMBL1995811,CHEMBL2003638,11.599999679,12.799991797
Q16288,CHEMBL1999414,CHEMBL2004716,13.299970641,11.999998417
Q16288,CHEMBL211378,CHEMBL394619,11.999998417,13.200015437
Q14164,CHEMBL1965170,CHEMBL1989708,11.599999679,13.699980365
Q14164,CHEMBL2001613,CHEMBL2002105,11.200000128,10.200000019
Q13627,CHEMBL1190711,CHEMBL1998112,12.399997603,11.300000237
Q13627,CHEMBL1242373,CHEMBL1964687,12.599996932,11.400000202
Q13627,CHEMBL1682345,CHEMBL1682360,13.500007822,12.299998172
Q13627,CHEMBL1682345,CHEMBL1969843,13.500007822,12.499996913
Q13627,CHEMBL1682357,CHEMBL1682546,13.200015437,11.900000875
Q13627,CHEMBL1682546,CHEMBL1988622,11.900000875,10.200000019
Q13627,CHEMBL1964687,CHEMBL1982135,11.400000202,12.499996913
Q13627,CHEMBL1966808,CHEMBL1970806,12.899998135,11.300000237
Q13627,CHEMBL1966808,CHEMBL2007592,12.899998135,11.699999383
Q13627,CHEMBL1967252,CHEMBL1973795,13.500007822,10.200000019
Q13627,CHEMBL1968245,CHEMBL1974935,12.499996913,13.500007822
Q13627,CHEMBL1968926,CHEMBL1988622,11.300000237,10.200000019
Q13627,CHEMBL1969151,CHEMBL1992220,13.500007822,15.1
Q13627,CHEMBL1969151,CHEMBL1996980,13.500007822,14.600312917
Q13627,CHEMBL1969151,CHEMBL2005509,13.500007822,14.700326279
Q13627,CHEMBL1969588,CHEMBL1993413,14.500116928,12.699997654
Q13627,CHEMBL1970522,CHEMBL1972937,13.699980365,11.900000875
Q13627,CHEMBL1970522,CHEMBL1996604,13.699980365,11.300000237
Q13627,CHEMBL1972290,CHEMBL1987448,13.899970733,15.200179498
Q13627,CHEMBL1972840,CHEMBL1981133,13.600038134,14.600312917
Q13627,CHEMBL1972988,CHEMBL2007574,13.399988938,14.400162274
Q13627,CHEMBL1973348,CHEMBL1994361,11.599999679,12.799991797
Q13627,CHEMBL1973348,CHEMBL2001751,11.599999679,14.700326279
Q13627,CHEMBL1973720,CHEMBL1986943,13.699980365,14.798970004
Q13627,CHEMBL1973860,CHEMBL1990912,12.199999035,13.699980365
Q13627,CHEMBL1974935,CHEMBL1993584,13.500007822,11.800000504
Q13627,CHEMBL1976936,CHEMBL1983589,14.400162274,13.299970641
Q13627,CHEMBL1979176,CHEMBL1982660,11.300000237,12.699997654
Q13627,CHEMBL1980178,CHEMBL1992220,13.699980365,15.1
Q13627,CHEMBL1980178,CHEMBL2005509,13.699980365,14.700326279
Q13627,CHEMBL1980253,CHEMBL1997846,13.99997427,12.299998172
Q13627,CHEMBL1980562,CHEMBL1992220,13.699980365,15.1
Q13627,CHEMBL1980562,CHEMBL2005509,13.699980365,14.700326279
Q13627,CHEMBL1981782,CHEMBL1998121,11.900000875,13.000008766
Q13627,CHEMBL1982122,CHEMBL1983534,13.200015437,14.299970641
Q13627,CHEMBL1983589,CHEMBL1986943,13.299970641,14.798970004
Q13627,CHEMBL1983630,CHEMBL526133,10.499999968,13.899970733
Q13627,CHEMBL1986943,CHEMBL1991674,14.798970004,13.399988938
Q13627,CHEMBL1986943,CHEMBL1998432,14.798970004,13.500007822
Q13627,CHEMBL1986970,CHEMBL1996111,13.000008766,11.900000875
Q13627,CHEMBL1987073,CHEMBL1999931,13.1,14.299970641
Q13627,CHEMBL1987815,CHEMBL1996390,10.200000019,12.399997603
Q13627,CHEMBL1987815,CHEMBL1999556,10.200000019,12.599996932
Q13627,CHEMBL1990912,CHEMBL1998435,13.699980365,11.900000875
Q13627,CHEMBL1992220,CHEMBL2006456,15.1,13.600038134
Q13627,CHEMBL1992634,CHEMBL1994074,12.899998135,11.599999679
Q13627,CHEMBL1992723,CHEMBL482538,10.300000031,11.400000202
Q13627,CHEMBL1994159,CHEMBL2000568,10.200000019,11.800000504
Q13627,CHEMBL1994361,CHEMBL2001751,12.799991797,14.700326279
Q13627,CHEMBL1995712,CHEMBL1996980,13.399988938,14.600312917
Q13627,CHEMBL1996604,CHEMBL2000354,11.300000237,13.8000571
Q13627,CHEMBL1996817,CHEMBL2000071,13.8000571,12.799991797
Q13627,CHEMBL1996980,CHEMBL2006456,14.600312917,13.600038134
Q13627,CHEMBL1997846,CHEMBL2006439,12.299998172,13.8000571
Q13627,CHEMBL2001613,CHEMBL2002105,11.900000875,10.900000053
Q13627,CHEMBL2002480,CHEMBL526133,10.400000029,13.899970733
Q13627,CHEMBL2003456,CHEMBL526133,11.300000237,13.899970733
Q13627,CHEMBL2005509,CHEMBL2006456,14.700326279,13.600038134
Q13627,CHEMBL243088,CHEMBL243298,13.1,11.999998417
Q13627,CHEMBL340384,CHEMBL340921,13.000008766,11.999998417
Q13627,CHEMBL468280,CHEMBL523823,11.300000237,13.500007822
Q13464,CHEMBL1090356,CHEMBL1090360,11.1,12.112837225
Q13464,CHEMBL1090360,CHEMBL1991429,12.112837225,11.1
Q13464,CHEMBL1190711,CHEMBL1998112,12.799991797,11.1
Q13464,CHEMBL1242373,CHEMBL1982135,12.199999035,11.1
Q13464,CHEMBL1682341,CHEMBL1969843,13.299970641,12.1
Q13464,CHEMBL1682360,CHEMBL2006481,12.299998172,11.1
Q13464,CHEMBL1682546,CHEMBL1968926,12.299998172,11.1
Q13464,CHEMBL183844,CHEMBL184847,11.1,12.499996913
Q13464,CHEMBL183844,CHEMBL2004311,11.1,12.799991797
Q13464,CHEMBL185569,CHEMBL375284,11.699999383,13.200015437
Q13464,CHEMBL196363,CHEMBL1973145,12.399997603,11.1
Q13464,CHEMBL196363,CHEMBL211378,12.399997603,11.1
Q13464,CHEMBL1965170,CHEMBL1977148,12.499996913,11.1
Q13464,CHEMBL1965387,CHEMBL1973211,11.500000186,12.699997654
Q13464,CHEMBL1965507,CHEMBL1990583,11.800000504,13.500007822
Q13464,CHEMBL1965702,CHEMBL1969151,13.600038134,14.999629455
Q13464,CHEMBL1966035,CHEMBL1991577,11.400000202,12.499996913
Q13464,CHEMBL1966035,CHEMBL1994864,11.400000202,12.799991797
Q13464,CHEMBL1966035,CHEMBL466496,11.400000202,13.32184875
Q13464,CHEMBL1966204,CHEMBL1995811,13.399988938,11.800000504
Q13464,CHEMBL1966204,CHEMBL2003638,13.399988938,11.999998417
Q13464,CHEMBL1966514,CHEMBL1969102,11.699999383,12.899998135
Q13464,CHEMBL1966524,CHEMBL1972840,13.8000571,12.699997654
Q13464,CHEMBL1967116,CHEMBL1970317,13.000008766,11.800000504
Q13464,CHEMBL1967116,CHEMBL1977148,13.000008766,11.1
Q13464,CHEMBL1967531,CHEMBL2000335,11.800000504,13.000008766
Q13464,CHEMBL1967998,CHEMBL1973516,12.699997654,11.500000186
Q13464,CHEMBL1968406,CHEMBL1982135,12.599996932,11.1
Q13464,CHEMBL1968930,CHEMBL1985723,14.700326279,13.699980365
Q13464,CHEMBL1969588,CHEMBL1993413,13.699980365,12.599996932
Q13464,CHEMBL1969755,CHEMBL1974288,11.999998417,13.399988938
Q13464,CHEMBL1969755,CHEMBL1986143,11.999998417,14.299970641
Q13464,CHEMBL1969755,CHEMBL1990254,11.999998417,14.400043784
Q13464,CHEMBL1969879,CHEMBL234085,11.1,12.699997654
Q13464,CHEMBL1969942,CHEMBL1983393,13.200015437,11.500000186
Q13464,CHEMBL1970317,CHEMBL1988387,11.800000504,13.000008766
Q13464,CHEMBL1971141,CHEMBL220057,11.1,12.799991797
Q13464,CHEMBL1971606,CHEMBL2007296,15.200179498,13.699980365
Q13464,CHEMBL1972183,CHEMBL1996155,11.1,12.299998172
Q13464,CHEMBL1973145,CHEMBL1983963,11.1,12.199999035
Q13464,CHEMBL1973145,CHEMBL2000335,11.1,13.000008766
Q13464,CHEMBL1973348,CHEMBL2001751,11.1,13.600038134
Q13464,CHEMBL1973516,CHEMBL1979690,11.500000186,12.699997654
Q13464,CHEMBL1973720,CHEMBL1991674,14.999629455,13.600038134
Q13464,CHEMBL1973720,CHEMBL2006439,14.999629455,13.899970733
Q13464,CHEMBL1974254,CHEMBL1977148,12.499996913,11.1
Q13464,CHEMBL1974288,CHEMBL1990254,13.399988938,14.400043784
Q13464,CHEMBL1974935,CHEMBL1993584,13.699980365,12.399997603
Q13464,CHEMBL1975121,CHEMBL1994724,13.05016324,14.999629455
Q13464,CHEMBL1975121,CHEMBL2003514,13.05016324,14.500116928
Q13464,CHEMBL1976220,CHEMBL211378,12.499996913,11.1
Q13464,CHEMBL1976936,CHEMBL1983589,13.200015437,14.299970641
Q13464,CHEMBL1977128,CHEMBL1995811,13.399988938,11.800000504
Q13464,CHEMBL1977128,CHEMBL2003638,13.399988938,11.999998417
Q13464,CHEMBL1977135,CHEMBL1990254,12.899998135,14.400043784
Q13464,CHEMBL1977135,CHEMBL2006299,12.899998135,14.600312917
Q13464,CHEMBL1977148,CHEMBL1982466,11.1,13.1
Q13464,CHEMBL1977148,CHEMBL1989708,11.1,12.900000282
Q13464,CHEMBL1979516,CHEMBL1982476,11.300000237,12.599996932
Q13464,CHEMBL1979933,CHEMBL243088,13.399988938,11.500000186
Q13464,CHEMBL1980562,CHEMBL1982271,13.399988938,14.400162274
Q13464,CHEMBL1980562,CHEMBL1996980,13.399988938,14.500116928
Q13464,CHEMBL1981782,CHEMBL1998121,13.000008766,14.500116928
Q13464,CHEMBL1982271,CHEMBL1995712,14.400162274,13.299970641
Q13464,CHEMBL1983449,CHEMBL2003768,12.399997603,11.200000128
Q13464,CHEMBL1983589,CHEMBL1997846,14.299970641,13.1
Q13464,CHEMBL1983595,CHEMBL1995811,13.399988938,11.800000504
Q13464,CHEMBL1983595,CHEMBL2003638,13.399988938,11.999998417
Q13464,CHEMBL1983945,CHEMBL1993584,13.899970733,12.399997603
Q13464,CHEMBL1983963,CHEMBL211378,12.199999035,11.1
Q13464,CHEMBL1984633,CHEMBL1994724,13.600038134,14.999629455
Q13464,CHEMBL1984760,CHEMBL2006765,11.500000186,12.899998135
Q13464,CHEMBL1985095,CHEMBL592030,11.900000875,13.200015437
Q13464,CHEMBL1986143,CHEMBL1998545,14.299970641,12.599996932
Q13464,CHEMBL1987073,CHEMBL1995811,13.399988938,11.800000504
Q13464,CHEMBL1987073,CHEMBL2003638,13.399988938,11.999998417
Q13464,CHEMBL1990162,CHEMBL1995811,13.399988938,11.800000504
Q13464,CHEMBL1990162,CHEMBL2003638,13.399988938,11.999998417
Q13464,CHEMBL1990254,CHEMBL1998545,14.400043784,12.599996932
Q13464,CHEMBL1992242,CHEMBL375284,11.1,13.200015437
Q13464,CHEMBL1992723,CHEMBL482538,11.300000237,12.699997654
Q13464,CHEMBL1994159,CHEMBL2000568,10.400000029,11.699999383
Q13464,CHEMBL1994361,CHEMBL2001751,11.500000186,13.600038134
Q13464,CHEMBL1994526,CHEMBL559147,14.798970004,12.77821387
Q13464,CHEMBL1994724,CHEMBL2004872,14.999629455,13.1
Q13464,CHEMBL1995712,CHEMBL1996980,13.299970641,14.500116928
Q13464,CHEMBL1996649,CHEMBL2004716,11.999998417,13.000008766
Q13464,CHEMBL1996979,CHEMBL1998829,12.199999035,11.1
Q13464,CHEMBL1997129,CHEMBL226471,12.699997654,11.1
Q13464,CHEMBL1999428,CHEMBL2006299,13.500007822,14.600312917
Q13464,CHEMBL2003514,CHEMBL2004872,14.500116928,13.1
Q13464,CHEMBL2006765,CHEMBL2007559,12.899998135,11.500000186
Q13464,CHEMBL211378,CHEMBL231209,11.1,12.199999035
Q13464,CHEMBL211378,CHEMBL394619,11.1,12.699997654
Q13464,CHEMBL211378,CHEMBL394790,11.1,12.399997603
Q16539,CHEMBL1965033,CHEMBL1997892,11.800000504,13.1
Q16539,CHEMBL1991678,CHEMBL1996500,15.999629455,14.600312917
Q16539,CHEMBL230232,CHEMBL245212,11.543697499,10.497940009
Q12851,CHEMBL1090356,CHEMBL1090360,11.300000237,13.200015437
Q12851,CHEMBL1090360,CHEMBL2001228,13.200015437,11.699999383
Q12851,CHEMBL1090360,CHEMBL2005482,13.200015437,11.999998417
Q12851,CHEMBL116070,CHEMBL1974310,11.800000504,13.399988938
Q12851,CHEMBL1964687,CHEMBL1982135,11.500000186,12.799991797
Q12851,CHEMBL1965170,CHEMBL1970142,12.199999035,13.99997427
Q12851,CHEMBL1965170,CHEMBL1982466,12.199999035,13.8000571
Q12851,CHEMBL1966204,CHEMBL1999931,11.800000504,13.200015437
Q12851,CHEMBL1967116,CHEMBL1977148,13.600038134,11.300000237
Q12851,CHEMBL1967116,CHEMBL1979883,13.600038134,12.499996913
Q12851,CHEMBL1967531,CHEMBL211378,12.699997654,11.300000237
Q12851,CHEMBL1973145,CHEMBL2000335,11.300000237,12.399997603
Q12851,CHEMBL1973348,CHEMBL2001751,11.300000237,13.500007822
Q12851,CHEMBL1973720,CHEMBL2006439,13.299970641,11.999998417
Q12851,CHEMBL1974254,CHEMBL1977148,12.899998135,11.300000237
Q12851,CHEMBL1974416,CHEMBL1996979,11.300000237,12.799991797
Q12851,CHEMBL1976220,CHEMBL211378,12.399997603,11.300000237
Q12851,CHEMBL1977128,CHEMBL1999931,11.699999383,13.200015437
Q12851,CHEMBL1977148,CHEMBL1982466,11.300000237,13.8000571
Q12851,CHEMBL1977148,CHEMBL1989708,11.300000237,13.100012102
Q12851,CHEMBL1979933,CHEMBL243088,12.199999035,13.8000571
Q12851,CHEMBL1979933,CHEMBL243298,12.199999035,13.200015437
Q12851,CHEMBL1980178,CHEMBL1992220,12.299998172,13.399988938
Q12851,CHEMBL1980178,CHEMBL1996980,12.299998172,13.399988938
Q12851,CHEMBL1980178,CHEMBL2005509,12.299998172,13.399988938
Q12851,CHEMBL1980297,CHEMBL1989708,14.200179498,13.100012102
Q12851,CHEMBL1980435,CHEMBL1992363,11.900000875,13.500007822
Q12851,CHEMBL1982271,CHEMBL1995712,13.000008766,11.800000504
Q12851,CHEMBL1983589,CHEMBL1991674,12.899998135,14.200179498
Q12851,CHEMBL1983595,CHEMBL1999931,11.699999383,13.200015437
Q12851,CHEMBL1983630,CHEMBL2003456,10.599999953,12.199999035
Q12851,CHEMBL1984191,CHEMBL1997041,11.300000237,10.300000031
Q12851,CHEMBL1984586,CHEMBL211378,12.399997603,11.300000237
Q12851,CHEMBL1984760,CHEMBL2006765,11.900000875,13.299970641
Q12851,CHEMBL1986666,CHEMBL244378,12.599996932,14.600312917
Q12851,CHEMBL1986666,CHEMBL396523,12.599996932,14.400162274
Q12851,CHEMBL1987073,CHEMBL1999931,11.699999383,13.200015437
Q12851,CHEMBL1990162,CHEMBL1999931,11.699999383,13.200015437
Q12851,CHEMBL1992634,CHEMBL1994074,13.8000571,11.400000202
Q12851,CHEMBL1994438,CHEMBL2006439,13.600038134,11.999998417
Q12851,CHEMBL1995712,CHEMBL1996980,11.800000504,13.399988938
Q12851,CHEMBL1995811,CHEMBL1999931,11.699999383,13.200015437
Q12851,CHEMBL1997129,CHEMBL226471,14.400162274,12.1
Q12851,CHEMBL1997872,CHEMBL2006481,12.599996932,11.300000237
Q12851,CHEMBL2002480,CHEMBL2003456,10.200000019,12.199999035
Q12851,CHEMBL2002480,CHEMBL526133,10.200000019,11.300000237
Q12851,CHEMBL2005828,CHEMBL211378,12.499996913,11.300000237
Q12851,CHEMBL2006765,CHEMBL2007559,13.299970641,11.699999383
Q12851,CHEMBL211378,CHEMBL231209,11.300000237,12.399997603
P51812,CHEMBL1242373,CHEMBL1982135,12.699997654,11.200000128
P51812,CHEMBL1964687,CHEMBL1982135,12.799991797,11.200000128
P51812,CHEMBL1965170,CHEMBL1989708,11.500000186,12.799991797
P51812,CHEMBL1965387,CHEMBL1973211,11.500000186,12.699997654
P51812,CHEMBL1966514,CHEMBL1969102,11.400000202,12.499996913
P51812,CHEMBL1966628,CHEMBL1995813,14.400162274,13.1
P51812,CHEMBL1967116,CHEMBL1969102,11.200000128,12.499996913
P51812,CHEMBL1967116,CHEMBL1979883,11.200000128,12.499996913
P51812,CHEMBL1967116,CHEMBL1980297,11.200000128,12.299998172
P51812,CHEMBL1967116,CHEMBL1989708,11.200000128,12.799991797
P51812,CHEMBL1967531,CHEMBL2000335,11.599999679,13.000008766
P51812,CHEMBL1968406,CHEMBL1982135,13.200015437,11.200000128
P51812,CHEMBL1969102,CHEMBL1982466,12.499996913,11.200000128
P51812,CHEMBL1969102,CHEMBL1988075,12.499996913,11.200000128
P51812,CHEMBL1969301,CHEMBL484390,11.599999679,12.799991797
P51812,CHEMBL1969755,CHEMBL1990254,11.200000128,12.299998319
P51812,CHEMBL1972158,CHEMBL1999931,11.599999679,12.699997654
P51812,CHEMBL1973145,CHEMBL2000335,11.200000128,13.000008766
P51812,CHEMBL1973211,CHEMBL1982465,12.699997654,11.200000128
P51812,CHEMBL1973720,CHEMBL1980253,13.99997427,11.699999383
P51812,CHEMBL1973720,CHEMBL1998432,13.99997427,12.499996913
P51812,CHEMBL1973720,CHEMBL2006439,13.99997427,11.800000504
P51812,CHEMBL1974870,CHEMBL2000271,13.899970733,11.200000128
P51812,CHEMBL1974870,CHEMBL2002726,13.899970733,12.1
P51812,CHEMBL1976240,CHEMBL2006299,12.599996932,11.500000186
P51812,CHEMBL1976240,CHEMBL2007296,12.599996932,11.200000128
P51812,CHEMBL1977135,CHEMBL1990254,11.200000128,12.299998319
P51812,CHEMBL1977148,CHEMBL1989708,11.200000128,12.799991797
P51812,CHEMBL1978166,CHEMBL1982465,12.599996932,11.200000128
P51812,CHEMBL1979093,CHEMBL1984363,12.499996913,11.300000237
P51812,CHEMBL1979577,CHEMBL1982465,12.699997654,11.200000128
P51812,CHEMBL1979883,CHEMBL1982465,12.499996913,11.200000128
P51812,CHEMBL1980253,CHEMBL1986943,11.699999383,13.1
P51812,CHEMBL1981133,CHEMBL1987679,12.899998135,13.99997427
P51812,CHEMBL1981782,CHEMBL1998121,12.299998172,14.400162274
P51812,CHEMBL1982465,CHEMBL1983640,11.200000128,12.399997603
P51812,CHEMBL1982466,CHEMBL1989708,11.200000128,12.799991797
P51812,CHEMBL1983630,CHEMBL2003456,10.300000031,11.300000237
P51812,CHEMBL1983630,CHEMBL526133,10.300000031,12.199999035
P51812,CHEMBL1984363,CHEMBL2000335,11.300000237,13.000008766
P51812,CHEMBL1984760,CHEMBL2006765,11.999998417,13.500007822
P51812,CHEMBL1990254,CHEMBL1998545,12.299998319,11.200000128
P51812,CHEMBL1994159,CHEMBL2000568,10.300000031,11.400000202
P51812,CHEMBL1995811,CHEMBL1999931,11.500000186,12.699997654
P51812,CHEMBL2000335,CHEMBL2005828,13.000008766,11.500000186
P51812,CHEMBL2004887,CHEMBL225519,10.400000029,11.800000504
P51812,CHEMBL2006765,CHEMBL2007559,13.500007822,11.500000186
P51812,CHEMBL243088,CHEMBL243298,11.900000875,13.000008766
P51812,CHEMBL306380,CHEMBL406845,12.899998135,11.500000186
P51812,CHEMBL340384,CHEMBL340921,12.499996913,11.400000202
P51817,CHEMBL1682545,CHEMBL1682546,11.900000875,13.399988938
P51817,CHEMBL1966204,CHEMBL1977128,13.99997427,12.599996932
P51817,CHEMBL1966204,CHEMBL1983595,13.99997427,12.599996932
P51817,CHEMBL1966204,CHEMBL1995811,13.99997427,12.599996932
P51817,CHEMBL1966204,CHEMBL2003638,13.99997427,12.799991797
P51817,CHEMBL1969588,CHEMBL1993413,13.200015437,11.599999679
P51817,CHEMBL1969755,CHEMBL1974288,12.499996913,14.999629455
P51817,CHEMBL1969942,CHEMBL1983393,13.500007822,11.900000875
P51817,CHEMBL1970709,CHEMBL1973808,14.999629455,11.900000875
P51817,CHEMBL1972290,CHEMBL1987448,14.600312917,13.600038134
P51817,CHEMBL1972339,CHEMBL1986499,14.700326279,13.399988938
P51817,CHEMBL1972988,CHEMBL2007574,11.699999383,13.1
P51817,CHEMBL1973348,CHEMBL2001751,11.900000875,14.200179498
P51817,CHEMBL1973720,CHEMBL1980253,14.600312917,12.899998135
P51817,CHEMBL1973720,CHEMBL1986943,14.600312917,13.299970641
P51817,CHEMBL1973720,CHEMBL1991674,14.600312917,12.499996913
P51817,CHEMBL1973720,CHEMBL2006439,14.600312917,11.999998417
P51817,CHEMBL1974288,CHEMBL1986143,14.999629455,12.599996932
P51817,CHEMBL1974288,CHEMBL1998545,14.999629455,12.799991797
P51817,CHEMBL1974870,CHEMBL2002726,15.1,13.8000571
P51817,CHEMBL1974935,CHEMBL1983945,13.699980365,12.599996932
P51817,CHEMBL1975121,CHEMBL1984633,13.500007822,11.900000875
P51817,CHEMBL1975121,CHEMBL1994724,13.500007822,11.800000504
P51817,CHEMBL1975121,CHEMBL1999428,13.500007822,14.700326279
P51817,CHEMBL1975121,CHEMBL2003514,13.500007822,11.999998417
P51817,CHEMBL1975121,CHEMBL2004872,13.500007822,12.1
P51817,CHEMBL1975128,CHEMBL1989646,14.400162274,12.899998135
P51817,CHEMBL1977128,CHEMBL1987073,12.599996932,14.299970641
P51817,CHEMBL1977128,CHEMBL1990162,12.599996932,14.901342913
P51817,CHEMBL1977135,CHEMBL2006299,14.200179498,12.399997603
P51817,CHEMBL1981133,CHEMBL1987679,14.299970641,12.299998172
P51817,CHEMBL1983589,CHEMBL1991674,13.699980365,12.499996913
P51817,CHEMBL1983589,CHEMBL1997846,13.699980365,12.399997603
P51817,CHEMBL1983595,CHEMBL1987073,12.599996932,14.299970641
P51817,CHEMBL1983595,CHEMBL1990162,12.599996932,14.901342913
P51817,CHEMBL1985095,CHEMBL592030,13.500007822,14.600312917
P51817,CHEMBL1986943,CHEMBL1998432,13.299970641,14.400162274
P51817,CHEMBL1987073,CHEMBL1995811,14.299970641,12.599996932
P51817,CHEMBL1987073,CHEMBL1999931,14.299970641,13.200015437
P51817,CHEMBL1987073,CHEMBL2003638,14.299970641,12.799991797
P51817,CHEMBL1987948,CHEMBL1995712,12.599996932,14.1
P51817,CHEMBL1990162,CHEMBL1995811,14.901342913,12.599996932
P51817,CHEMBL1990162,CHEMBL1999931,14.901342913,13.200015437
P51817,CHEMBL1990162,CHEMBL2003638,14.901342913,12.799991797
P51817,CHEMBL1990590,CHEMBL2000724,14.299970641,11.599999679
P51817,CHEMBL1991078,CHEMBL2002613,13.399988938,12.299998172
P51817,CHEMBL1994438,CHEMBL2006439,14.500116928,11.999998417
P51817,CHEMBL1999428,CHEMBL2006299,14.700326279,12.399997603
P51817,CHEMBL2003514,CHEMBL2004934,11.999998417,13.000008766
P51817,CHEMBL2004887,CHEMBL225519,10.200000019,12.299998172
P51955,CHEMBL196363,CHEMBL1973145,12.299998172,11.1
P51955,CHEMBL196363,CHEMBL211378,12.299998172,11.200000128
P51955,CHEMBL1965170,CHEMBL1970142,12.1,13.299970641
P51955,CHEMBL1965170,CHEMBL1982466,12.1,13.200015437
P51955,CHEMBL1965170,CHEMBL1989708,12.1,13.199998852
P51955,CHEMBL1967116,CHEMBL1974254,13.299970641,11.500000186
P51955,CHEMBL1967116,CHEMBL1977148,13.299970641,11.1
P51955,CHEMBL1967531,CHEMBL211378,12.299998172,11.200000128
P51955,CHEMBL1973145,CHEMBL2000335,11.1,12.399997603
P51955,CHEMBL1974254,CHEMBL1982466,11.500000186,13.200015437
P51955,CHEMBL1977148,CHEMBL1982466,11.1,13.200015437
P51955,CHEMBL1977148,CHEMBL1989708,11.1,13.199998852
P51955,CHEMBL1983640,CHEMBL2007266,13.1,11.599999679
P51955,CHEMBL1984363,CHEMBL2000335,11.1,12.399997603
P51955,CHEMBL1997129,CHEMBL226471,12.299998172,11.1
P51955,CHEMBL2002165,CHEMBL2004290,13.299970641,11.999998417
P52333,CHEMBL1270230,CHEMBL1964290,11.1,12.399997603
P52333,CHEMBL1964441,CHEMBL1969102,11.400000202,13.000008766
